text,label,category,keywords
47岁钟丽缇献身妇产科 怀第4胎,2,news_entertainment,"男星,钟丽缇,妇产科,Christy"
15万左右落地 逍客 ix35 xrv选谁好,6,news_car,
有哪些基金赎回不需要手续费,4,news_finance,
第二代农村庭院太阳能灯 免拉线 零电费 智能感应自动亮灯,13,news_agriculture,"蜡烛灯,庭院灯,LED,太阳能,农村"
婆婆真能干 乡下的闲置荒地经她开荒 满园的果瓜吃都吃不完,13,news_agriculture,"杏子,长果桑,叶碧绿,车厘子,营养价值"
這地方被地质学家誉为 中外罕见的古火山博物馆 和 海底兵马俑,10,news_travel,"强力入驻开发泰禾集团,地质学家,古火山美景古火山美景古火山,博物馆,古火山"
在外打工 老婆要40万装修新房 回家一看 果断准备离婚协议,0,news_story,
阿根廷锋线太奢侈 七大世界级攻击手 夺世界杯就靠火力,3,news_sports,"梅西,伊卡尔迪,攻击手,阿根廷,桑保利"
要学赵孟頫 先学宋高宗 方知精妙笔法从何而来 赵构行书千字文,1,news_culture,"宋高宗,赵孟頫,赵构,行书千字文,千字文"
王者荣耀 盘点4位最强势法师 带你上分王者,14,news_game,"诸葛亮,法师,机动性,干将莫邪,高渐离"
不愁游戏本表现差劲 好游戏装备一次搞定,14,news_game,"散热器,英特尔,电脑,笔记本电脑,性能表现"
怎么对激光进行外力干预,8,news_tech,
南京保卫战中 守军唐生智的部队有多少人在守卫南京城,9,news_military,
自媒体真的很赚钱吗 巧妇九妹 王小 型男 你觉得呢,13,news_agriculture,"农村生活,型男,农村"
最好的F 15与F 35作战会怎样 结果却让人想不到,9,news_military,"战斗机,波音公司,电子战,战机,F-35"
为了孩子上学 多少妈妈主动放弃更高职位,7,news_edu,私立学校
飞阅桂西山村旮旯田,13,news_agriculture,"隆林各族自治县,无人机拍摄,山间旮旯田,隆林各族自治县新州镇含山村,无人机"
巴菲特2018十大金句 中国有很多机会,4,news_finance,"马斯克,伯克希尔,护城河,阿贝尔,巴菲特"
巅峰时期的内德维德是什么水平,3,news_sports,
如何防治辣椒种植疫病,13,news_agriculture,"百菌清,辣椒疫病,甲霜灵,蔬菜,杀毒矾"
妈妈是超人 嗯哼自创化肥绕口令 惊呆霍思燕 直夸嗯哼懂的真多,2,news_entertainment,"霍思燕,嗯哼,绕口令,妈妈是超人"
杨幂童年照曝光 比洋娃娃还可爱,2,news_entertainment,"杨幂,女明星,唐明皇,娱乐圈,牛仔裤,颜值"
底部放量是什么意思,12,stock,"公司基本面,宏达股份,限售股,江苏银行,华联综超"
数学是怎么来的,7,news_edu,
小叔子结婚我随礼两万 弟媳对着婆婆说一番话后 我决定分文不给,0,news_story,"小叔子,弟媳,农村"
DNF玩家中的画师大触 他笔下的阿拉德世界也许你都没看过,14,news_game,"禾月,谷雨,刀剑神域,御宅动漫学院,游戏设计,插画师,玩家,小满,阿拉德宿命之门"
离婚后 你还是孩子的爸爸 至于我们 就此路人吧,0,news_story,
上市几个月市竟值跌去1400亿 众安等如此暴跌有缘由,12,stock,"港元,pre-IPO,上市,雷蛇,发行价,CAGR,易车网,中国平安,众安在线"
汶川大地震十年 杨幂关晓彤TFBOYS众星发文纪念,2,news_entertainment,"杨幂,关晓彤,汶川大地震,tfboys"
高考 白卷 考生10年后考取大专 后悔浪费高考机会,7,news_edu,"高考,徐孟南,幡然悔悟,白卷,专升本"
上证指跌到1000点会怎么样,12,stock,
迷你世界 100只恶狼VS猎狗 谁赢了可以去地心击杀远古黑龙,14,news_game,
AG超玩会一旦降级还能打回来吗 看了现在的AS仙阁你就知道了,14,news_game,"KPL,AS仙阁,预选赛,仙阁,AG超玩会"
清迈好玩吗,10,news_travel,
面对网友对麦迪负面新闻的质疑 杨毅回复 都是真的 你怎么看这件事,3,news_sports,
苗族女大学生返乡创业 发展魔芋产业 助推乡村振兴,13,news_agriculture,"芦笙妹,野洞河镇,万丰村,黄平县,乡村振兴"
知道是谁告了你的黑状 不要说破他 但可做几件让他惶恐不安的事,0,news_story,"黑状,告黑状,哑巴亏,打边鼓,横行霸道"
今幸人参皂苷 高考要来了 错题集准备好了吗,7,news_edu,"应试教育,错题,隔离法,数学,错题本"
健康扶贫工作 陕西抓好健康扶贫五项重点工作,13,news_agriculture,"乡镇卫生院,贫困县,贫困人口,健康扶贫,镇巴县"
优越感再受挫 美军高官坦言 中国不再怕我们,9,news_military,"防务新闻,产经新闻,军事力量,兰德公司,军事现代化,国强必霸,布朗"
从美国旗杆镇 flagstaff 到拉斯维加斯有长途巴士或者火车之类的公共交通么,10,news_travel,
课堂会伴随我们职业生涯,7,news_edu,"课堂,教师,枯燥乏味,职业生涯"
烟火与献祭 将于5月31日登陆PC和Switch,14,news_game,"冒险游戏,Sail,Switch,Xbox One,Games,烟火与献祭"
经典故事 善恶有报,0,news_story,"李子树,雷家庄,于洪礼,永福,雷员外问,于德功,青石板,嫂子,雷员外"
图画说聊斋志异 画皮,0,news_story,"那女子,道士,王生,陈氏,老太婆"
武汉三喜福特探险者降价促销优惠8万,6,news_car,"武汉市,武汉,探险者,万2017,万8.00"
都想走的泰国自由行 无数攻略依旧踩坑的总结,10,news_travel,"MRT,工本费,起步价,BTS,泰国"
恶果之地 5月4日正式上线 人类未来等你拯救,14,news_game,"游戏,恶果之地,玩家,BOSS,射击游戏,Realm"
这个专业毕业三年内涨薪最快 有很大上升空间,7,news_edu,"自筹经费,本科毕业生,同等学力,考研,硕士生,大学生就业年度指标"
有哪些名字中带有国家或地区名的食物实际在当地并不存在,11,news_world,
我媳妇是农村人 村里人都笑话我 五天后 家家户户都往我家送钱,0,news_story,"农村,村里人,泼脏水,昆明,脊梁骨"
夫妻吵架吵得家里鸡犬不宁 没想到竟让哑巴儿子开口说话了,0,news_story,"不语,开口讲话,施文,秦丽,鸡犬不宁"
邻国高铁出400亿对外招标 多国争抢 网友 不是日本就行,10,news_travel,"日本,新加坡,旅游业,泰国"
哈勃岛的粉色沙滩 想去,10,news_travel,"粉色沙滩,想去,哈勃岛"
周五有色板块一枝独秀 下周有机会吗,4,news_finance,"投资者,板块涨幅,有色板块,个股"
省里定了 张家口这个县迎腾飞机遇 是你家乡吗,13,news_agriculture,"河北省,有机食品,全程机械化示范县,技术路线,马铃薯"
俺是砀山乡下人 以前俺类日子是这样过类,13,news_agriculture,"砀山,蹦蹦床,麦秸垛,农村"
用了支付宝借呗真的不能按揭买房吗,5,news_house,
警惕黑客利用新方法绕过Office安全链接,8,news_tech,"URL,Office365,HTML,黑客,Microsoft"
这队没救了 猛龙解雇最佳主帅 但替身更怕詹皇 60胜都被他横扫,3,news_sports,"老鹰,猛龙,詹姆斯,主教练,凯西"
长江策略 4月陆股通大举净流入 全球资金或提前布局MSCI,12,stock,"长江,MSCI,a股,金融,净流入"
手机能连接鼠标和键盘吗,8,news_tech,
歼 20深入远海训练 剑指一招破敌,9,news_military,"F-35A,空军,空中加油机,F-22,歼-20,歼20,战斗机"
聊斋里集智慧与美貌于一身的女子 如何斗智斗勇为丈夫报仇,0,news_story,"唐氏,赤壁赋,聊斋,王十八,金大用,庚娘,不当紧,谈笑风生,媳妇儿"
曼德拉真的算是伟人吗,11,news_world,"马丁路德金,曼德拉,南非,白人"
上联 一池碧水映明月 如何对下联,1,news_culture,
杭州最值得游玩的十大景点 原来除了西湖 还有这么多,10,news_travel,"九寨沟,浙西大峡谷,杭州,宋城千古情,杭州野生动物世界"
母亲万岁 细数NBA里那些永远的MVP,3,news_sports,"杜兰特,韦德,哈登,NBA,艾佛森"
上联 鸦鹊枝头谈福祸 下联怎么对,1,news_culture,
注会综合阶段和专业阶段考试有何不同,7,news_edu,"专业阶段,注册会计师,会计,考查,综合阶段"
高考 留学 三模后 考生想升名校如何做到万全之策,7,news_edu,"ACT,高考,出国留学,杜伦大学,GAC"
行业独角兽如何跌入深渊 远程医疗 帝国 溃败纪实,4,news_finance,"地方医院,融资租赁,财经,代理费,融资租赁公司,韩春善,远程医疗项目,招投标法,医院,还款,远程视界,租赁公司"
上联 雷電雲雾都有雨 求下联,1,news_culture,
富士康拟发行约19 7亿股 股票简称 工业富联,12,stock,"股票,中金公司,招股说明书,首次公开发行,富士康"
端着机枪狂扫一顿就能打倒一片 老兵道出真相 你能站得住算我输,9,news_military,"轻机枪,步兵班,扫射,机枪,东史郎"
当爸后玩遍真人秀 张杰上 奔跑吧 与陈赫李晨邓超合照完胜,2,news_entertainment,"奔跑吧,经典咏流传,双胞胎,真人秀,谢娜,王牌对王牌,放开我北鼻,创造101,一封家书,张杰,异口同声"
曾经无家可归 现如今他用沙子建造了一座城堡 人民争相观摩,10,news_travel,"城堡,里约热内卢,国王,马托利亚斯,俞敏洪"
2018年上海高考时间和安排确定,7,news_edu,"上海市,禁止迟到考生入场,提前交卷出场,科目考试,30考生"
梦幻西游玩家入队满人后却无故被踢 一问队长瞬间火了,14,news_game,"梦幻西游,玩家"
如果房地产未来不是最好投资方向 会转什么行业呢,12,stock,"房地产,债券,P2P,房产,风险投资"
开封有十个中国 世界之最 毛泽东视察黄河感叹 这就是悬河啊,1,news_culture,"清明上河图,自序,乐府解题,全真教,开封府题名记,碑廊,中国文化史辞典,黄河,开封市,开封"
故事 在魅力南疆只要腰包足 什么都可以买到 包括漂亮的女妖,0,news_story,"南疆,岚海城,天宝楼,龙渊城,符皇"
进化论和人有什么关系,7,news_edu,
萝卜章 事件拖累净利巨降63 国海证券换帅传闻市场关注,12,stock,"中信证券,海通证券,公司债,刘世安,摩根士丹利,上证指数,海联讯,证券公司,平安证券,华泰证券,万福生科,宁波银行,国海证券,资产管理,国泰君安"
在 王者荣耀 中玩射手应该注意些什么,14,news_game,
换个方式过周末 睡在山水间 住在人情里,10,news_travel,"司马台长城,沙漠玫瑰,望京楼,密云水库,密云"
女生在什么时候最好追 这十个女生的回答 单身入,0,news_story,"乘人之危,男朋友"
夫子庙秦淮河风光带,10,news_travel,"蟹黄包,秦淮河,南京,博物馆,夫子庙"
5月份菏泽城区最新房价出炉 19盘价格出现波动 楼市报价趋于理性,5,news_house,"三房,售房源,菏泽,中华路,长江路,均价,交汇处,商铺,写字楼,平优惠政策"
詹姆斯又一次横扫猛龙 希望猛龙早点战胜心魔,3,news_sports,"骑士,系列赛,猛龙,詹姆斯,常规赛"
在职场有几句话烂在肚子里也不要跟同事说 人心难测啊,0,news_story,"职场新人,职场"
约旦军用装甲车用上日本车底盘,9,news_military,"轻机枪,APC,指挥官,装甲运兵车,约旦"
为什么有大单进入股价还会下跌,12,stock,"主力,散户,横盘,股价,福田汽车"
SQL数据链将会是第二个比特币吗,4,news_finance,"数字货币,多个币,手续费,SQL,矿机算"
盘点一下那些年让你一见倾心的帅哥明星们吧,2,news_entertainment,"仙剑奇侠传三,伪装者,仙剑奇侠传,何以琛,海豚湾恋人,天涯明月刀,中央戏剧学院,傅红雪,花千骨,我的前半生,琅琊榜,日出,代表作,丑女无敌,轩辕剑之天之痕"
我是一名房产中介 现在半年没开单了 还要坚持下去吗,5,news_house,
NBA的8大经典外号 就服中国球迷 人类蠕动精华 皇阿玛,3,news_sports,"小飞侠,中国球迷,NBA,皮尔斯,艾弗森"
长安区4项目建筑工程竣工验收 含恒大御景半岛,5,news_house,"建筑工程竣工验收备案,龙溪城,国瑞城,恒大御景半岛,长安区"
如果特朗普 撕毁 伊朗核协议 这个世界将面对什么,11,news_world,
联合国要换地方了 他们却纷纷表示拒绝来本国家,11,news_world,"第二次世界大战,联合国,纽约,美国"
汽车打火用踩离合吗,6,news_car,"离合器,打火,踩离合,起动机,变速器"
导弹驱逐舰与远洋货轮相撞 谁更有优势,9,news_military,"导弹驱逐舰,远洋货轮,Destroyer,美国海军,SH-60,伯克级驱逐舰"
8省区4100亿养老金入市 对后市大盘影响有多大,12,stock,"养老金,股市,养老金入市,入市,社保基金"
若伊朗减产 中国原油缺口谁来填,11,news_world,"OPEC,俄罗斯,油价,石油,原油,中石化,中国石油,伊朗"
小二的老婆 现代故事,0,news_story,"老妈子,小二,老婆,修车铺,老王头"
英雄联盟RNG战队输给KZ后引台湾网友热议 FW随便赢这样的RNG 你怎么看,14,news_game,
载有45人的难民船在希腊海域失踪 搜寻行动正进行,11,news_world,"希腊,克里特岛,希腊海岸警卫队,难民,海岸警卫队"
车钥匙的小皮带有多重要 丢了你可没地方哭,6,news_car,"备用钥匙,钥匙,皮带丢,皮带,小秘密"
说这是福清第一豪宅别墅 你能给几分,5,news_house,"别墅,豪宅,福清"
肥城培育新型职业农民近千人 助力乡村振兴,13,news_agriculture,"亩均收益,合作社,肥城,李建平,跟踪服务"
菲兹戴尔谈心仪球员 我不想要软蛋,3,news_sports,"主教练,尼克斯,戴尔"
未来5年教师会成为令人羡慕的职业吗,7,news_edu,
百度百科说 北洋政府是中国历史上第一个以和平方式完整继承前朝疆域的政权 这句话对吗 你怎么看,1,news_culture,
安徽省教育厅 多管齐下预防中小学生沉迷网络,7,news_edu,"中小学生,家庭教育,沉迷网络,教育厅,安徽省教育厅"
大起大落十余年仍未完待续 分众传媒还能 坐电梯 攀升吗,4,news_finance,"江南春,新潮传媒,分众传媒,七喜控股,纳斯达克"
5月12日QGhappy能否大比分战胜GK战队 重回东部第三的位置,14,news_game,
有什么大型 热门 不怎么烧钱的网络游戏推荐,14,news_game,
中国黑客教父 最常见的社会工程攻击,8,news_tech,"攻击者,受害者,网络钓鱼,电子邮件,黑客"
如何评价玩 王者荣耀 从头到尾只要一个英雄的人,14,news_game,"诸葛亮,蔡文姬,王昭君,貂蝉,本命英雄"
这个肥仔是香港电影无法回避的存在,2,news_entertainment,"香港电影,金紫荆奖,电影,最佳男配角奖,斧头帮"
如果特朗普遭弹劾下台 谁会来接替他当总统,11,news_world,
解放军零下40 站岗 为何不装监控呢,9,news_military,
一条路一边是海一边是山 浙江的这个景区很适合自驾游,10,news_travel,"始发站,舟山群岛,筲箕湾,里沙,大青山"
奇瑞拼了 这款SUV配T动力 售9万 要把吉利杀得片甲不留,6,news_car,"银色镀铬,奇瑞,中控台,速双离合,SUV"
中国半导体行业如何从芯片到生态整体突围,4,news_finance,"半导体行业,MCU,生态系统,操作系统,恩智浦,英特尔,DRAM,UNIX,半导体,意法半导体,兆易创新,ISA,芯片"
美国宣布暂停对土售武 土耳其声称将采取报复措施 你怎么看,9,news_military,
特朗普宣布退出伊核协议 国际原油价格升至70美元,4,news_finance,"NYMEX,特朗普,油价,制裁,原油,伊朗,CFTC"
刘亦菲时尚大片 气质颜值完美,2,news_entertainment,
荒野行动 独家秘技 360度无死角作战 网友 带我飞,14,news_game,游戏
佐伯阿汉vs德黑兰独立 强强对话 佐伯阿汉主场占优,3,news_sports,"阿巴斯,塞内加尔,分组赛,乌兹别克,阿汉"
iPhone X碎屏维修要多少钱,8,news_tech,"iphone,零配件,维修费用,AppleCare,iPhone X"
丈夫将疯掉的前妻带回家照顾 我偷偷观察却发现她是在装疯,0,news_story,"文巧,荣花,文巧与小兰,马德功,老婆大人,小兰,男儿有泪不轻弹,宫心计,心慌意乱,饮食起居"
襄垣月嫂培训第二期开课了 免费培训 免费办证 速度上车,13,news_agriculture,"月嫂,剩余劳动力,免费培训,免费办证"
价格相同 是选择一套别墅还是两套商品房呢,5,news_house,"电动车,别墅,楼上楼下,坤鹏论,别墅区,单一"
钱存在支付宝划算还是存在银行里面比较合理,8,news_tech,"银行,唯品会,余额宝,支付宝,饿了么"
湖南值得一去的公园 长沙市南郊公园,10,news_travel,"映山红,杜鹃园,南郊公园,杜鹃花,长沙市"
多名主力 消失 丹麦印度汤尤杯名单 各国备战阵容向年轻化进军,11,news_world,"摩根森,彼得森,亨德拉,斯里坎斯,卡米拉"
美国教师工资太低 有三个州的教师罢工了,11,news_world,"民意调查,罢工,科罗拉多州,共和党,亚利桑那州"
美国敢不敢和俄罗斯直接打起来,9,news_military,
美国对叙利亚发动第二次空袭 涉及平民区 你怎么看,11,news_world,
横扫东部第一 jr史密斯6中6 猛龙三节认输 詹姆斯创记录,3,news_sports,"猛龙,詹姆斯,jr史密斯,科沃尔"
刷新闻挣小钱 零投资小回报,14,news_game,"金币,邀请码"
为给普京让路二战老兵被推走 接下来普京的这一动作超暖心,9,news_military,普京
上课时学生手机响个不停 老师一怒之下把手机摔了 家长拿发票让老师赔 大家怎么看待这种事,7,news_edu,
运营最重要的核心能力是什么,8,news_tech,
论新手的九个 不要,6,news_car,天津
NBA逗逼之王 撩卡戴珊和蕾哈娜 还自称退役后要回喀麦隆当总统,3,news_sports,"恩比德,蕾哈娜,推特,卡戴珊,詹姆斯"
广告片拍摄 你知道 基调 和 节奏 的真目面吗,2,news_entertainment,"广告片,基调,影视广告片,导演阐述,广告创意"
唐嫣 网友 原来她这么有韵味,2,news_entertainment,
现在的社会 一部分农村的年轻人不务正业力挣大网红能成功吗,13,news_agriculture,
为什么俄罗斯科学家说把月球炸了 地球才安全,11,news_world,"地球,水星,摧毁月球,月亮,月球"
重庆一小学体育老师罚学生赤脚跑操场脚底磨出泡,7,news_edu,"体育老师,华龙网,学生家长,体育课,赤脚跑操场"
林肯领航员怎么样,6,news_car,"领航员,车架号,加热,林肯领航员,音响系统"
农村大哥零下2摄氏度干活汗流浃背 一天挣4500块累到直不起腰,13,news_agriculture,"保鲜剂,大哥,冷库,蒜薹"
绍兴有一个崇仁古镇 美丽幽静 比乌镇更有生活气息,10,news_travel,"王羲之,崇仁古镇,绍兴黄酒,王不留,绍兴"
苹果用户打车比安卓用户贵吗 大数据杀熟 真的存在吗,8,news_tech,
如果勇士今年不能夺冠 是不是王朝瓦解了,3,news_sports,
山坡盖被子 农民赚票子 聚焦山西水土流失治理,13,news_agriculture,"规划,水土流失综合治理,平顺县,生态环境,基本农田,国家水土保持重点建设"
一定要去一次的地方,10,news_travel,"长江三峡,壶口瀑布,塔克拉玛干沙漠,桂林山水,云南石林"
现在的生意越来越难做 谁能分析一下以后生意的大趋势应该是怎样的,8,news_tech,
您参加过或打算将孩子送到课外辅导班吗,7,news_edu,
各股市的指标指数都不一样 如果 按照纳斯达克的标准 中国的沪市股指应该是多少,12,stock,"成分股,中国石化,兴业银行,阿里巴巴,网络科技,中国石油,中国互联网,中国平安,农业银行,中国银行,贵州茅台,中国人寿,英特尔,上证指数,纳斯达克综合指数,亚马逊,工商银行"
广西考生理科考550分可以上什么大学,7,news_edu,"高考分数线,新闻问答家,广西,广西高考,二类本科"
滔河乡上寨小学 读书社排演经典迎六一,1,news_culture,"沁园春长沙,明日歌,淅川县,舞蹈表演,滔河乡,读书社"
语音助手能像真人打预约电话 谷歌是如何做到的,8,news_tech,"亚马逊,扬声器,福克斯,Google,Alexa,人工智能,Assistant,Duplex,Facebook,Echo"
去旅游带什么镜头比较好,10,news_travel,
央行 定向降准 会对股市构成利好吗,12,stock,"定向降准,降准政策,月城镇,定向降准政策,中国人民银行"
牛津大学将开设电竞课程 幕后推手是腾讯,8,news_tech,"堡垒之夜,电竞课程,牛津大学,绝地求生,腾讯"
关键时刻才能看出真大腿 连续错失良机 拿什么来拯救你 76人,3,news_sports,"凯尔特人,西蒙斯,霍福德,恩比德,76人"
办理房产证 管理部门要求业主必须提供物业缴费证明 否则不予办理 这样做合法吗,5,news_house,"物业公司,合同法,物业,物业管理费,房管局"
华米OV四家厂商 为何只有OV做到了现货,8,news_tech,"华为,小米,现货,OPPO,手机市场"
开挂了 乐山交通 住房 娱乐全面爆发 未来的乐山前途无量,5,news_house,"乐山,建设用地,乐山大佛,商业中心,五通桥"
经典赏析之 人间词话,1,news_culture,"雾失楼台,月迷津渡,马鸣风萧萧,人间词话"
都说人如其字 那长得帅的男星字迹什么样 这字自行体会吧,2,news_entertainment,"李易峰,张艺兴,吴亦凡,男星,王俊凯"
投篮经常打铁 试试这几种投篮训练,3,news_sports,投篮
如果有一天人类消失了 地球大概会变成这样,11,news_world,"乌克兰,纳米比亚,兔子岛,福岛,切尔诺贝利核事故"
您的茶盘上放上三把这样的紫砂壶是不是非常有个性,1,news_culture,"紫砂壶,大红袍,茶盘,工艺美术师,三阳开泰,南京艺术学院"
突发 美军几十艘军舰围住伊朗 准备动武 关键时刻中国挺身而出,9,news_military,"伊核协议,以色列,波斯湾,苏伊士运河,伊朗,美军,F-22"
产能扩充周期又起 必需消费 重回热点舞台,12,stock,"贵州茅台,生物医药,供需两旺,国金证券,化学制药,白酒,MSCI,广发证券,在建工程,食品饮料"
国内众多手机厂商为什么不用华为的麒麟系列芯片,8,news_tech,"OPPO,高通,手机终端,华为,手机厂商"
气势硬过奥德赛 吉利MPV首秀爆红 这是要称霸MPV市场啊,6,news_car,"奥德赛,GL6,吉利,吉利汽车,上海车展,MPV"
前海 后海 大铲湾填海区 将会颠覆你对城市新区的想象,5,news_house,"城市中心,深圳,填海区,填海,新区"
为何会有 中国上下五千年 的说法,1,news_culture,
津沽趣谭 认死理儿,0,news_story,"认死理儿,小凤,滕经本,主考官,理儿"
首家军工科研院所转制获批鼓舞板块人气 11只绩优军工股吸金逾2亿元,12,stock,"中海达,中金公司,中国兵器装备集团,航天晨光,光电股份,中国卫星,同花顺,自动化研究所,西仪股份,龙溪股份,新研股份,轴研科技,中航电子,中信证券,湖南天雁,海特高新,中国宝安,军工板块,林州重机,航天电子"
有哪些歌手或演员从没让你失望过,2,news_entertainment,
蔡依林被 完美女神 提问质疑已经过气 她的心态赢得全场喝彩,2,news_entertainment,"蔡依林,jolin,Jolin,艺人,女神"
洪灏 香港市场利率还很低 主要是香港补贴买房子,4,news_finance,"市场利率,摩根士丹利,花旗集团,首付贷,中国国际金融有限公司,基准利率"
最新 奔跑吧 兄弟 一场龙舟 一群兄弟 划出中华之魂,2,news_entertainment,"王祖蓝,好儿女,中华,杨颖,划龙舟,奔跑吧，兄弟"
包装上没有标明dexos的磁护 美孚一号等全合成机通用的增压发动机能用吗,6,news_car,
江西南昌到底有没有成为一线城市的可能,5,news_house,
除了张三丰外 玄冥二老没有敌手 为何投靠赵敏不称霸江湖,1,news_culture,
